PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,FamilySize,isAlone,CategoricalFare,Title
534,1,3,0,28.46,0,2,1,2,0,2,3
535,0,3,0,30.0,0,0,0,0,0,1,2
536,1,2,0,7.0,0,2,0,2,0,2,2
537,0,1,1,45.0,0,0,0,0,0,2,5
538,1,1,0,30.0,0,0,1,0,0,3,2
539,0,3,1,30.255,0,0,0,0,0,2,1
540,1,1,0,22.0,0,2,1,2,0,3,2
541,1,1,0,36.0,0,2,0,2,0,3,2
542,0,3,0,9.0,4,2,0,6,0,3,2
543,0,3,0,11.0,4,2,0,6,0,3,2
544,1,2,1,32.0,1,0,0,1,1,2,1
545,0,1,1,50.0,1,0,1,1,1,3,1
546,0,1,1,64.0,0,0,0,0,0,2,1
547,1,2,0,19.0,1,0,0,1,1,2,3
548,1,2,1,35.36,0,0,1,0,0,1,1
549,0,3,1,33.0,1,1,0,2,0,2,1
550,1,2,1,8.0,1,1,0,2,0,3,4
551,1,1,1,17.0,0,2,1,2,0,3,1
552,0,2,1,27.0,0,0,0,0,0,2,1
553,0,3,1,35.355,0,0,2,0,0,0,1
554,1,3,1,22.0,0,0,1,0,0,0,1
555,1,3,0,22.0,0,0,0,0,0,0,2
556,0,1,1,62.0,0,0,0,0,0,2,1
557,1,1,0,48.0,1,0,1,1,1,3,5
558,0,1,1,50.83,0,0,1,0,0,3,1
559,1,1,0,39.0,1,1,0,2,0,3,3
560,1,3,0,36.0,1,0,0,1,1,2,3
561,0,3,1,36.155,0,0,2,0,0,0,1
562,0,3,1,40.0,0,0,0,0,0,0,1
563,0,2,1,28.0,0,0,0,0,0,1,1
564,0,3,1,30.13,0,0,0,0,0,1,1
565,0,3,0,27.5,0,0,0,0,0,1,2
566,0,3,1,24.0,2,0,0,2,0,2,1
567,0,3,1,19.0,0,0,0,0,0,0,1
568,0,3,0,29.0,0,4,0,4,0,2,3
569,0,3,1,25.315,0,0,1,0,0,0,1
570,1,3,1,32.0,0,0,0,0,0,0,1
571,1,2,1,62.0,0,0,0,0,0,1,1
572,1,1,0,53.0,2,0,0,2,0,3,3
573,1,1,1,36.0,0,0,0,0,0,2,1
574,1,3,0,21.79,0,0,2,0,0,0,2
575,0,3,1,16.0,0,0,0,0,0,1,1
576,0,3,1,19.0,0,0,0,0,0,2,1
577,1,2,0,34.0,0,0,0,0,0,1,2
578,1,1,0,39.0,1,0,0,1,1,3,3
579,0,3,0,28.785,1,0,1,1,1,2,3
580,1,3,1,32.0,0,0,0,0,0,1,1
581,1,2,0,25.0,1,1,0,2,0,2,2
582,1,1,0,39.0,1,1,1,2,0,3,3
583,0,2,1,54.0,0,0,0,0,0,2,1
584,0,1,1,36.0,0,0,1,0,0,3,1
585,0,3,1,26.835,0,0,1,0,0,1,1
586,1,1,0,18.0,0,2,0,2,0,3,2
587,0,2,1,47.0,0,0,0,0,0,2,1
588,1,1,1,60.0,1,1,1,2,0,3,1
589,0,3,1,22.0,0,0,0,0,0,1,1
590,0,3,1,27.16,0,0,0,0,0,1,1
591,0,3,1,35.0,0,0,0,0,0,0,1
592,1,1,0,52.0,1,0,1,1,1,3,3
593,0,3,1,47.0,0,0,0,0,0,0,1
594,0,3,0,16.5375,0,2,2,2,0,0,2
595,0,2,1,37.0,1,0,0,1,1,2,1
596,0,3,1,36.0,1,1,0,2,0,2,1
597,1,2,0,33.0,0,0,0,0,0,3,2
598,0,3,1,49.0,0,0,0,0,0,0,1
599,0,3,1,43.915,0,0,1,0,0,0,1
600,1,1,1,49.0,1,0,1,1,1,3,5
601,1,2,0,24.0,2,1,0,3,0,2,3
602,0,3,1,45.32,0,0,0,0,0,0,1
603,0,1,1,51.43,0,0,0,0,0,3,1
604,0,3,1,44.0,0,0,0,0,0,1,1
605,1,1,1,35.0,0,0,1,0,0,2,1
606,0,3,1,36.0,1,0,0,1,1,2,1
607,0,3,1,30.0,0,0,0,0,0,0,1
608,1,1,1,27.0,0,0,0,0,0,2,1
609,1,2,0,22.0,1,2,1,3,0,3,3
610,1,1,0,40.0,0,0,0,0,0,3,2
611,0,3,0,39.0,1,5,0,6,0,3,3
612,0,3,1,33.24,0,0,0,0,0,0,1
613,1,3,0,20.865,1,0,2,1,1,2,2
614,0,3,1,34.83,0,0,2,0,0,0,1
615,0,3,1,35.0,0,0,0,0,0,1,1
616,1,2,0,24.0,1,2,0,3,0,3,2
617,0,3,1,34.0,1,1,0,2,0,1,1
618,0,3,0,26.0,1,0,0,1,1,2,3
619,1,2,0,4.0,2,1,0,3,0,3,2
620,0,2,1,26.0,0,0,0,0,0,1,1
621,0,3,1,27.0,1,0,1,1,1,1,1
622,1,1,1,42.0,1,0,0,1,1,3,1
623,1,3,1,20.0,1,1,1,2,0,2,1
624,0,3,1,21.0,0,0,0,0,0,0,1
625,0,3,1,21.0,0,0,0,0,0,2,1
626,0,1,1,61.0,0,0,0,0,0,3,1
627,0,2,1,57.0,0,0,2,0,0,1,5
628,1,1,0,21.0,0,0,0,0,0,3,2
629,0,3,1,26.0,0,0,0,0,0,0,1
630,0,3,1,31.77,0,0,2,0,0,0,1
631,1,1,1,80.0,0,0,0,0,0,2,1
632,0,3,1,51.0,0,0,0,0,0,0,1
633,1,1,1,32.0,0,0,1,0,0,2,5
634,0,1,1,54.54,0,0,0,0,0,0,1
635,0,3,0,9.0,3,2,0,5,0,2,2
636,1,2,0,28.0,0,0,0,0,0,1,2
637,0,3,1,32.0,0,0,0,0,0,1,1
638,0,2,1,31.0,1,1,0,2,0,2,1
639,0,3,0,41.0,0,5,0,5,0,3,3
640,0,3,1,25.68,1,0,0,1,1,2,1
641,0,3,1,20.0,0,0,0,0,0,0,1
642,1,1,0,24.0,0,0,1,0,0,3,2
643,0,3,0,2.0,3,2,0,5,0,2,2
644,1,3,1,25.07,0,0,0,0,0,3,1
645,1,3,0,0.75,2,1,1,3,0,2,2
646,1,1,1,48.0,1,0,1,1,1,3,1
647,0,3,1,19.0,0,0,0,0,0,0,1
648,1,1,1,56.0,0,0,1,0,0,3,5
649,0,3,1,20.98,0,0,0,0,0,0,1
650,1,3,0,23.0,0,0,0,0,0,0,2
651,0,3,1,21.38,0,0,0,0,0,0,1
652,1,2,0,18.0,0,1,0,1,1,2,2
653,0,3,1,21.0,0,0,0,0,0,1,1
654,1,3,0,19.93,0,0,2,0,0,0,2
655,0,3,0,18.0,0,0,2,0,0,0,2
656,0,2,1,24.0,2,0,0,2,0,3,1
657,0,3,1,27.39,0,0,0,0,0,0,1
658,0,3,0,32.0,1,1,2,2,0,2,3
659,0,2,1,23.0,0,0,0,0,0,1,1
660,0,1,1,58.0,0,2,1,2,0,3,1
661,1,1,1,50.0,2,0,0,2,0,3,5
662,0,3,1,40.0,0,0,1,0,0,0,1
663,0,1,1,47.0,0,0,0,0,0,2,1
664,0,3,1,36.0,0,0,0,0,0,0,1
665,1,3,1,20.0,1,0,0,1,1,1,1
666,0,2,1,32.0,2,0,0,2,0,3,1
667,0,2,1,25.0,0,0,0,0,0,1,1
668,0,3,1,35.175,0,0,0,0,0,0,1
669,0,3,1,43.0,0,0,0,0,0,1,1
670,1,1,0,33.79,1,0,0,1,1,3,3
671,1,2,0,40.0,1,1,0,2,0,3,3
672,0,1,1,31.0,1,0,0,1,1,3,1
673,0,2,1,70.0,0,0,0,0,0,1,1
674,1,2,1,31.0,0,0,0,0,0,1,1
675,0,2,1,46.23,0,0,0,0,0,0,1
676,0,3,1,18.0,0,0,0,0,0,0,1
677,0,3,1,24.5,0,0,0,0,0,1,1
678,1,3,0,18.0,0,0,0,0,0,1,2
679,0,3,0,43.0,1,6,0,7,0,3,3
680,1,1,1,36.0,0,1,1,1,1,3,1
681,0,3,0,21.84,0,0,2,0,0,1,2
682,1,1,1,27.0,0,0,1,0,0,3,1
683,0,3,1,20.0,0,0,0,0,0,1,1
684,0,3,1,14.0,5,2,0,7,0,3,1
685,0,2,1,60.0,1,1,0,2,0,3,1
686,0,2,1,25.0,1,2,1,3,0,3,1
687,0,3,1,14.0,4,1,0,5,0,3,1
688,0,3,1,19.0,0,0,0,0,0,1,1
689,0,3,1,18.0,0,0,0,0,0,0,1
690,1,1,0,15.0,0,1,0,1,1,3,2
691,1,1,1,31.0,1,0,0,1,1,3,1
692,1,3,0,4.0,0,1,1,1,1,1,2
693,1,3,1,27.765,0,0,0,0,0,3,1
694,0,3,1,25.0,0,0,1,0,0,0,1
695,0,1,1,60.0,0,0,0,0,0,2,5
696,0,2,1,52.0,0,0,0,0,0,1,1
697,0,3,1,44.0,0,0,0,0,0,1,1
698,1,3,0,19.66,0,0,2,0,0,0,2
699,0,1,1,49.0,1,1,1,2,0,3,1
700,0,3,1,42.0,0,0,0,0,0,0,1
701,1,1,0,18.0,1,0,1,1,1,3,3
702,1,1,1,35.0,0,0,0,0,0,2,1
703,0,3,0,18.0,0,1,1,1,1,1,2
704,0,3,1,25.0,0,0,2,0,0,0,1
705,0,3,1,26.0,1,0,0,1,1,0,1
706,0,2,1,39.0,0,0,0,0,0,2,1
707,1,2,0,45.0,0,0,0,0,0,1,3
708,1,1,1,42.0,0,0,0,0,0,2,1
709,1,1,0,22.0,0,0,0,0,0,3,2
710,1,3,1,5.064200000000002,1,1,1,2,0,2,4
711,1,1,0,24.0,0,0,1,0,0,3,2
712,0,1,1,49.46,0,0,0,0,0,2,1
713,1,1,1,48.0,1,0,0,1,1,3,1
714,0,3,1,29.0,0,0,0,0,0,1,1
715,0,2,1,52.0,0,0,0,0,0,1,1
716,0,3,1,19.0,0,0,0,0,0,0,1
717,1,1,0,38.0,0,0,1,0,0,3,2
718,1,2,0,27.0,0,0,0,0,0,1,2
719,0,3,1,25.455,0,0,2,0,0,2,1
720,0,3,1,33.0,0,0,0,0,0,0,1
721,1,2,0,6.0,0,1,0,1,1,3,2
722,0,3,1,17.0,1,0,0,1,1,0,1
723,0,2,1,34.0,0,0,0,0,0,1,1
724,0,2,1,50.0,0,0,0,0,0,1,1
725,1,1,1,27.0,1,0,0,1,1,3,1
726,0,3,1,20.0,0,0,0,0,0,1,1
727,1,2,0,30.0,3,0,0,3,0,2,3
728,1,3,0,21.4,0,0,2,0,0,0,2
729,0,2,1,25.0,1,0,0,1,1,2,1
730,0,3,0,25.0,1,0,0,1,1,1,2
731,1,1,0,29.0,0,0,0,0,0,3,2
732,0,3,1,11.0,0,0,1,0,0,2,1
733,0,2,1,24.77,0,0,0,0,0,0,1
734,0,2,1,23.0,0,0,0,0,0,1,1
735,0,2,1,23.0,0,0,0,0,0,1,1
736,0,3,1,28.5,0,0,0,0,0,2,1
737,0,3,0,48.0,1,3,0,4,0,3,3
738,1,1,1,35.0,0,0,1,0,0,3,1
739,0,3,1,25.78,0,0,0,0,0,0,1
740,0,3,1,26.33,0,0,0,0,0,0,1
741,1,1,1,37.41,0,0,0,0,0,2,1
742,0,1,1,36.0,1,0,0,1,1,3,1
743,1,1,0,21.0,2,2,1,4,0,3,2
744,0,3,1,24.0,1,0,0,1,1,2,1
745,1,3,1,31.0,0,0,0,0,0,1,1
746,0,1,1,70.0,1,1,0,2,0,3,5
747,0,3,1,16.0,1,1,0,2,0,2,1
748,1,2,0,30.0,0,0,0,0,0,1,2
749,0,1,1,19.0,1,0,0,1,1,3,1
750,0,3,1,31.0,0,0,2,0,0,0,1
751,1,2,0,4.0,1,1,0,2,0,2,2
752,1,3,1,6.0,0,1,0,1,1,1,4
753,0,3,1,33.0,0,0,0,0,0,1,1
754,0,3,1,23.0,0,0,0,0,0,0,1
755,1,2,0,48.0,1,2,0,3,0,3,3
756,1,2,1,0.67,1,1,0,2,0,2,4
757,0,3,1,28.0,0,0,0,0,0,0,1
758,0,2,1,18.0,0,0,0,0,0,1,1
759,0,3,1,34.0,0,0,0,0,0,1,1
760,1,1,0,33.0,0,0,0,0,0,3,5
761,0,3,1,31.335,0,0,0,0,0,2,1
762,0,3,1,41.0,0,0,0,0,0,0,1
763,1,3,1,20.0,0,0,1,0,0,0,1
764,1,1,0,36.0,1,2,0,3,0,3,3
765,0,3,1,16.0,0,0,0,0,0,0,1
766,1,1,0,51.0,1,0,0,1,1,3,3
767,0,1,1,43.43,0,0,1,0,0,3,5
768,0,3,0,30.5,0,0,2,0,0,0,2
769,0,3,1,27.03,1,0,2,1,1,2,1
770,0,3,1,32.0,0,0,0,0,0,1,1
771,0,3,1,24.0,0,0,0,0,0,1,1
772,0,3,1,48.0,0,0,0,0,0,0,1
773,0,2,0,57.0,0,0,0,0,0,1,3
774,0,3,1,35.215,0,0,1,0,0,0,1
775,1,2,0,54.0,1,3,0,4,0,2,3
776,0,3,1,18.0,0,0,0,0,0,0,1
777,0,3,1,29.485,0,0,2,0,0,0,1
778,1,3,0,5.0,0,0,0,0,0,1,2
779,0,3,1,28.225,0,0,2,0,0,0,1
780,1,1,0,43.0,0,1,0,1,1,3,3
781,1,3,0,13.0,0,0,1,0,0,0,2
782,1,1,0,17.0,1,0,0,1,1,3,3
783,0,1,1,29.0,0,0,0,0,0,2,1
784,0,3,1,26.05,1,2,0,3,0,2,1
785,0,3,1,25.0,0,0,0,0,0,0,1
786,0,3,1,25.0,0,0,0,0,0,0,1
787,1,3,0,18.0,0,0,0,0,0,0,2
788,0,3,1,8.0,4,1,2,5,0,2,4
789,1,3,1,1.0,1,2,0,3,0,2,4
790,0,1,1,46.0,0,0,1,0,0,3,1
791,0,3,1,29.045,0,0,2,0,0,0,1
792,0,2,1,16.0,0,0,0,0,0,2,1
793,0,3,0,9.74,8,2,0,10,0,3,2
794,0,1,1,40.02,0,0,1,0,0,2,1
795,0,3,1,25.0,0,0,0,0,0,0,1
796,0,2,1,39.0,0,0,0,0,0,1,1
797,1,1,0,49.0,0,0,0,0,0,2,5
798,1,3,0,31.0,0,0,0,0,0,1,3
799,0,3,1,30.0,0,0,1,0,0,0,1
800,0,3,0,30.0,1,1,0,2,0,2,3
801,0,2,1,34.0,0,0,0,0,0,1,1
802,1,2,0,31.0,1,1,0,2,0,2,3
803,1,1,1,11.0,1,2,0,3,0,3,4
804,1,3,1,0.42,0,1,1,1,1,1,4
805,1,3,1,27.0,0,0,0,0,0,0,1
806,0,3,1,31.0,0,0,0,0,0,0,1
807,0,1,1,39.0,0,0,0,0,0,0,1
808,0,3,0,18.0,0,0,0,0,0,0,2
809,0,2,1,39.0,0,0,0,0,0,1,1
810,1,1,0,33.0,1,0,0,1,1,3,3
811,0,3,1,26.0,0,0,0,0,0,0,1
812,0,3,1,39.0,0,0,0,0,0,2,1
813,0,2,1,35.0,0,0,0,0,0,1,1
814,0,3,0,6.0,4,2,0,6,0,3,2
815,0,3,1,30.5,0,0,0,0,0,1,1
816,0,1,1,37.79,0,0,0,0,0,0,1
817,0,3,0,23.0,0,0,0,0,0,1,2
818,0,2,1,31.0,1,1,1,2,0,3,1
819,0,3,1,43.0,0,0,0,0,0,0,1
820,0,3,1,10.0,3,2,0,5,0,2,4
821,1,1,0,52.0,1,1,0,2,0,3,3
822,1,3,1,27.0,0,0,0,0,0,1,1
823,0,1,1,38.0,0,0,0,0,0,0,5
824,1,3,0,27.0,0,1,0,1,1,1,3
825,0,3,1,2.0,4,1,0,5,0,3,4
826,0,3,1,33.93,0,0,2,0,0,0,1
827,0,3,1,29.175,0,0,0,0,0,3,1
828,1,2,1,1.0,0,2,1,2,0,3,4
829,1,3,1,27.315,0,0,2,0,0,0,1
830,1,1,0,62.0,0,0,0,0,0,3,3
831,1,3,0,15.0,1,0,1,1,1,1,3
832,1,2,1,0.83,1,1,0,2,0,2,4
833,0,3,1,28.905,0,0,1,0,0,0,1
834,0,3,1,23.0,0,0,0,0,0,0,1
835,0,3,1,18.0,0,0,0,0,0,1,1
836,1,1,0,39.0,1,1,1,2,0,3,2
837,0,3,1,21.0,0,0,0,0,0,1,1
838,0,3,1,20.33,0,0,0,0,0,1,1
839,1,3,1,32.0,0,0,0,0,0,3,1
840,1,1,1,35.52,0,0,1,0,0,2,1
841,0,3,1,20.0,0,0,0,0,0,1,1
842,0,2,1,16.0,0,0,0,0,0,1,1
843,1,1,0,30.0,0,0,1,0,0,2,2
844,0,3,1,34.5,0,0,1,0,0,0,1
845,0,3,1,17.0,0,0,0,0,0,1,1
846,0,3,1,42.0,0,0,0,0,0,0,1
847,0,3,1,14.76,8,2,0,10,0,3,1
848,0,3,1,35.0,0,0,1,0,0,0,1
849,0,2,1,28.0,0,1,0,1,1,3,5
850,1,1,0,40.73,1,0,1,1,1,3,3
851,0,3,1,4.0,4,2,0,6,0,3,4
852,0,3,1,74.0,0,0,0,0,0,0,1
853,0,3,0,9.0,1,1,1,2,0,2,2
854,1,1,0,16.0,0,1,0,1,1,3,2
855,0,2,0,44.0,1,0,0,1,1,2,3
856,1,3,0,18.0,0,1,0,1,1,1,3
857,1,1,0,45.0,1,1,0,2,0,3,3
858,1,1,1,51.0,0,0,0,0,0,2,1
859,1,3,0,24.0,0,3,1,3,0,2,3
860,0,3,1,45.875,0,0,1,0,0,0,1
861,0,3,1,41.0,2,0,0,2,0,1,1
862,0,2,1,21.0,1,0,0,1,1,1,1
863,1,1,0,48.0,0,0,0,0,0,2,3
864,0,3,0,9.45,8,2,0,10,0,3,2
865,0,2,1,24.0,0,0,0,0,0,1,1
866,1,2,0,42.0,0,0,0,0,0,1,3
867,1,2,0,27.0,1,0,1,1,1,1,2
868,0,1,1,31.0,0,0,0,0,0,3,1
869,0,3,1,31.69,0,0,0,0,0,1,1
870,1,3,1,4.0,1,1,0,2,0,1,4
871,0,3,1,26.0,0,0,0,0,0,0,1
872,1,1,0,47.0,1,1,0,2,0,3,3
873,0,1,1,33.0,0,0,0,0,0,0,1
874,0,3,1,47.0,0,0,0,0,0,1,1
875,1,2,0,28.0,1,0,1,1,1,2,3
876,1,3,0,15.0,0,0,1,0,0,0,2
877,0,3,1,20.0,0,0,0,0,0,1,1
878,0,3,1,19.0,0,0,0,0,0,0,1
879,0,3,1,23.64,0,0,0,0,0,0,1
880,1,1,0,56.0,0,1,1,1,1,3,3
881,1,2,0,25.0,0,1,0,1,1,2,3
882,0,3,1,33.0,0,0,0,0,0,0,1
883,0,3,0,22.0,0,0,0,0,0,1,2
884,0,2,1,28.0,0,0,0,0,0,1,1
885,0,3,1,25.0,0,0,0,0,0,0,1
886,0,3,0,39.0,0,5,2,5,0,2,3
887,0,2,1,27.0,0,0,0,0,0,1,5
888,1,1,0,19.0,0,0,0,0,0,2,2
889,0,3,0,12.8325,1,2,0,3,0,2,2
890,1,1,1,26.0,0,0,1,0,0,2,1
891,0,3,1,32.0,0,0,2,0,0,0,1
